1061_阿玉_朝右.png	-0.0187	MIRROR
106_猪俣邦宪_朝右.png	-0.1026	MIRROR
1075_春桃_朝正.png	-0.0276	MIRROR
107_今井宗久_朝正.png	-0.0468	MIRROR
1083_美代_朝正.png	-0.0668	MIRROR
1087_虎哉宗乙_朝正.png	-0.1272	MIRROR
115_犬童赖安_朝右.png	-0.0744	MIRROR
1167_竹中半兵卫_朝正.png	-0.1345	MIRROR
1168_伊达政宗_朝右.png	-0.1028	MIRROR
1172_丰臣秀吉_朝正.png	-0.0881	MIRROR
1178_福岛正则_朝右.png	-0.1622	MIRROR
119_上杉谦信_朝正.png	-0.1076	MIRROR
1200_大国实赖_朝正.png	-0.2441	MIRROR
1229_色部显长_朝右.png	-0.0282	MIRROR
1234_河野通直_朝右.png	-0.2056	MIRROR
1234_河野通直牛福丸_朝右.png	-0.2056	MIRROR
1235_姊小路良赖_朝右.png	-0.1628	MIRROR
1248_赤星统家_朝右.png	-0.2159	MIRROR
124_宇喜多直家_朝正.png	-0.0304	MIRROR
1267_植田光次_朝右.png	-0.1282	MIRROR
1284_清水景治_朝正.png	-0.0554	MIRROR
138_鹈殿长照_朝右.png	-0.1829	MIRROR
143_颖娃久虎_朝右.png	-0.0627	MIRROR
148_远藤基信_朝右.png	-0.1241	MIRROR
159_大崎义隆_朝右.png	-0.0107	MIRROR
163_太田牛一_朝右.png	-0.1263	MIRROR
164_太田三乐斋_朝正.png	-0.1057	MIRROR
171_大野治长_朝正.png	-0.0929	MIRROR
173_小笠原长时_朝右.png	-0.1194	MIRROR
187_小濑甫庵_朝右.png	-0.0519	MIRROR
189_织田有乐_朝正.png	-0.1122	MIRROR
19_朝仓景健_朝右.png	-0.2533	MIRROR
219_葛西晴信_朝正.png	-0.1286	MIRROR
238_蒲池鉴盛_朝正.png	-0.1209	MIRROR
260_北畠具房_朝正.png	-0.1143	MIRROR
295_桑名吉成_朝正.png	-0.1399	MIRROR
29_足利义昭_朝正.png	-0.0702	MIRROR
2_赤井直正_朝正.png	-0.0375	MIRROR
325_斋藤利三_朝正.png	-0.0838	MIRROR
338_相良赖房_朝正.png	-0.1746	MIRROR
352_里见义尧_朝右.png	-0.0231	MIRROR
373_宍户元续_朝正.png	-0.0526	MIRROR
383_芝辻清右卫门_朝右.png	-0.0209	MIRROR
387_岛津家久_朝右.png	-0.2036	MIRROR
396_清水宗治_朝正.png	-0.0467	MIRROR
402_上条政繁_朝正.png	-0.0793	MIRROR
407_神保长城_朝正.png	-0.1842	MIRROR
416_铃木元信_朝正.png	-0.153	MIRROR
417_须田满亲_朝右.png	-0.0279	MIRROR
427_相马盛胤_朝正.png	-0.1847	MIRROR
430_宗义智_朝正.png	-0.0755	MIRROR
476_千坂景亲_朝右.png	-0.0699	MIRROR
478_千叶胤富_朝右.png	-0.1922	MIRROR
485_长续连_朝右.png	-0.1431	MIRROR
488_津轻为信_朝右.png	-0.0282	MIRROR
4_赤尾清纲_朝正.png	-0.0122	MIRROR
504_土岐赖次_朝正.png	-0.204	MIRROR
506_德川家康_朝正.png	-0.1033	MIRROR
509_户泽盛安_朝正.png	-0.1289	MIRROR
515_丰臣秀次_朝正.png	-0.0284	MIRROR
517_丰臣秀吉_朝正.png	-0.1112	MIRROR
535_长野具藤_朝右.png	-0.0891	MIRROR
537_长野业盛_朝右.png	-0.0128	MIRROR
555_南部利直_朝正.png	-0.1114	MIRROR
556_南部信直_朝右.png	-0.0378	MIRROR
564_丹羽长重_朝正.png	-0.1482	MIRROR
579_畠山义续_朝右.png	-0.1657	MIRROR
592_马场信春_朝右.png	-0.1995	MIRROR
593_林崎甚助_朝正.png	-0.2225	MIRROR
596_原虎胤_朝右.png	-0.0839	MIRROR
598_播磨屋宗德_朝正.png	-0.1693	MIRROR
611_平手泛秀_朝正.png	-0.1623	MIRROR
616_福留亲政_朝正.png	-0.0728	MIRROR
624_北条氏邦_朝正.png	-0.0942	MIRROR
625_北条氏繁_朝正.png	-0.0538	MIRROR
630_北条氏康_朝右.png	-0.2229	MIRROR
634_保科正俊_朝右.png	-0.1182	MIRROR
635_安井道顿_朝正.png	-0.1289	MIRROR
658_前田玄以_朝右.png	-0.1113	MIRROR
664_真壁氏干_朝正.png	-0.098	MIRROR
666_真柄直隆_朝正.png	-0.1107	MIRROR
683_松浦镇信_朝正.png	-0.0132	MIRROR
685_曲直濑道三_朝正.png	-0.0941	MIRROR
68_池田元助_朝右.png	-0.0483	MIRROR
692_水野信元_朝右.png	-0.0673	MIRROR
701_三好笑岩_朝右.png	-0.0988	MIRROR
713_村上国清_朝正.png	-0.1981	MIRROR
726_望月六郎_朝右.png	-0.037	MIRROR
729_百地三太夫_朝正.png	-0.0188	MIRROR
731_森忠政_朝右.png	-0.209	MIRROR
737_师冈一羽_朝正.png	-0.0341	MIRROR
73_石川五右卫门_朝右.png	-0.2221	MIRROR
745_矢泽赖康_朝右.png	-0.0205	MIRROR
751_山崎片家_朝正.png	-0.1824	MIRROR
771_吉冈清十郎_朝右.png	-0.0885	MIRROR
783_依冈左京_朝正.png	-0.1151	MIRROR
78_伊集院忠栋_朝右.png	-0.1637	MIRROR
800_上杉宪政_朝正.png	-0.0914	MIRROR
81_板仓胜重_朝右.png	-0.1299	MIRROR
827_松永长赖_朝右.png	-0.175	MIRROR
839_尼子国久_朝正.png	-0.2052	MIRROR
93_一色义道_朝正.png	-0.1323	MIRROR
1039_阿鲁梅达_朝正.png	-0.165	MIRROR
1047_宁宁_朝正.png	-0.1272	MIRROR
1128_小姓_朝正.png	-0.0318	MIRROR
1240_明智光安_朝正.png	-0.0944	MIRROR
1260_多米元忠_朝右.png	-0.0993	MIRROR
1287_三浦按针_朝右.png	-0.0933	MIRROR
225_片仓景纲_朝正.png	-0.1179	MIRROR
302_高力清长_朝正.png	-0.0415	MIRROR
321_杂贺孙一_朝右.png	-0.0924	MIRROR
323_斋藤传鬼坊_朝右.png	-0.0479	MIRROR
328_斋村政广_朝正.png	-0.1593	MIRROR
350_佐田彦四郎_朝正.png	-0.1367	MIRROR
398_志村光安_朝正.png	-0.0222	MIRROR
457_立花直次_朝正.png	-0.1119	MIRROR
469_谷忠澄_朝正.png	-0.0578	MIRROR
477_千叶邦胤_朝正.png	-0.0512	MIRROR
496_土居宗珊_朝正.png	-0.0706	MIRROR
527_长井道利_朝正.png	-0.1371	MIRROR
65_池田惣左卫门_朝正.png	-0.1474	MIRROR
707_三好义兴_朝正.png	-0.1597	MIRROR
719_毛利重能_朝右.png	-0.0593	MIRROR
774_吉田重俊_朝正.png	-0.1622	MIRROR
852_杉重矩_朝正.png	-0.1679	MIRROR
